YEAR,PREVIOUS_YEAR,TOSP_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2020,2019,SC704B,"Bronchus/Lung, Bronchoscopy with biopsy, bronchoalveolar lavage",2A,"Lung, scope with removal of tissue and washout",Public Hospitals/ Centres (Subsidised),Ward B2,"1,980","2,997","4,852",276,276,352,-,-,-,-,-,-,-,-,-,-,-,-,"1,673","2,729","4,538"
2020,2019,SC704B,"Bronchus/Lung, Bronchoscopy with biopsy, bronchoalveolar lavage",2A,"Lung, scope with removal of tissue and washout",Public Hospitals/ Centres (Subsidised),Ward C,"1,599","2,486","4,503",158,164,201,-,-,-,-,-,-,-,-,-,-,-,-,"1,419","2,327","4,334"
2020,2019,SC704B,"Bronchus/Lung, Bronchoscopy with biopsy, bronchoalveolar lavage",2A,"Lung, scope with removal of tissue and washout",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,819","2,210","2,990",916,945,"1,225",-,-,-,-,-,-,-,-,-,-,-,-,755,"1,181","1,816"
2020,2019,SC704B,"Bronchus/Lung, Bronchoscopy with biopsy, bronchoalveolar lavage",2A,"Lung, scope with removal of tissue and washout",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),595,637,769,268,276,289,-,-,-,-,-,-,-,-,-,-,-,-,303,347,480
2020,2019,SD706B,"Blood Vessels, Portacath, Insertion",3A,"Blood vessel, insertion of long term venous line into the central chest vein",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,190","1,238","1,250",531,753,753,-,-,-,-,-,-,-,-,-,0,135,323,172,219,659
2020,2019,SD707B,"Blood Vessels, Portacath, removal",2A,"Blood vessel, removal of long term venous line from the central chest vein",Public Hospitals/ Centres (Subsidised),Ward B2,410,438,"1,655",168,306,306,-,-,-,-,-,-,-,-,-,-,-,-,104,132,"1,495"
2020,2019,SD707B,"Blood Vessels, Portacath, removal",2A,"Blood vessel, removal of long term venous line from the central chest vein",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),315,407,478,193,206,352,-,-,-,-,-,-,-,-,-,-,-,-,107,132,177
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Private Hospitals/ Clinics,Inpatient,"13,396","17,107","19,539","10,322","12,642","13,779","4,815","5,350","5,671",n/a,n/a,n/a,"5,775","7,364","9,013",n/a,n/a,n/a,"2,176","4,178","6,615"
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"4,877","8,843","10,655","2,996","3,764","4,725",-,-,-,-,-,-,-,-,-,-,-,-,"1,925","4,254","6,113"
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,733","7,895","9,689","2,096","2,611","4,253",-,-,-,-,-,-,-,-,-,-,-,-,"3,791","4,908","6,137"
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Public Hospitals/ Centres (Subsidised),Ward B2,"2,751","3,476","4,299",630,826,"1,231",-,-,-,-,-,-,-,-,-,-,-,-,"1,963","2,572","3,206"
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,287","2,688","3,215",630,741,"1,231",-,-,-,-,-,-,-,-,-,-,-,-,653,"1,845","2,090"
2020,2019,SD707H,"Heart, Cardiac Catheterisation (left) and Intracoronary Pressure Wire without Percutaneous Transluminal Coronary Angioplasty (PTCA)",3C,"Heart, insertion of line and wire into left heart for diagnosis but not treatment",Public Hospitals/ Centres (Subsidised),Ward C,"1,870","2,601","3,378",360,448,704,-,-,-,-,-,-,-,-,-,-,-,-,"1,394","2,027","2,814"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Private Hospitals/ Clinics,Inpatient,"28,050","34,956","41,490","17,537","22,563","27,249","8,560","10,700","12,840",n/a,n/a,n/a,"8,977","11,324","15,235","4,659","5,690","9,087","3,183","5,213","7,915"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"20,281","24,986","27,909","8,967","8,967","8,967",-,-,-,-,-,-,-,-,-,"4,815","9,630","9,630","6,310","7,319","8,270"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Unsubsidised),Ward A,"17,035","19,926","23,359","4,142","8,293","8,478",-,-,-,-,-,-,-,-,-,"3,338","4,307","5,660","6,163","7,613","9,504"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"14,576","17,768","21,842","3,558","7,447","8,070",-,-,-,-,-,-,-,-,-,"2,675","4,391","5,611","5,045","7,225","10,148"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"5,911","7,274","8,540","1,365","1,365","1,365",-,-,-,-,-,-,-,-,-,"1,512","3,024","3,024","2,863","3,347","3,988"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Subsidised),Ward B2,"5,632","6,822","8,717","1,328","1,365","1,365",-,-,-,-,-,-,-,-,-,"1,409","1,760","3,024","2,584","3,465","4,538"
2020,2019,SD712H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (1 vessel) -Complex (defined as > 1 hr), with/without IVUS/FFR",4A,"Heart, expansion of blocked heart vessels (1 vessel) (complex)",Public Hospitals/ Centres (Subsidised),Ward C,"4,294","5,453","6,958",780,781,790,-,-,-,-,-,-,-,-,-,864,"1,233","1,900","2,306","3,161","4,227"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Private Hospitals/ Clinics,Inpatient,"36,340","42,965","52,453","20,988","25,142","30,835","8,667","12,840","14,873",n/a,n/a,n/a,"9,852","12,998","17,393","7,386","10,726","15,648","3,573","5,144","8,719"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"24,595","29,611","35,970","10,717","10,717","10,717",-,-,-,-,-,-,-,-,-,"4,815","9,630","14,445","8,338","9,282","11,739"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Ward A,"20,845","27,544","32,254","5,156","8,453","10,717",-,-,-,-,-,-,-,-,-,"4,815","6,891","10,272","7,542","11,654","13,580"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Ward B1,"17,509","22,345","25,961","5,156","8,332","9,645",-,-,-,-,-,-,-,-,-,"3,171","5,045","9,100","6,019","8,695","11,333"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"6,761","8,299","10,153","1,365","1,365","1,365",-,-,-,-,-,-,-,-,-,"1,512","3,024","4,382","3,662","4,323","5,282"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Ward B2,"6,384","8,151","9,720","1,200","1,365","1,365",-,-,-,-,-,-,-,-,-,"1,512","2,457","3,515","3,025","4,199","5,413"
2020,2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Ward C,"5,063","6,589","8,504",780,781,890,-,-,-,-,-,-,-,-,-,864,"1,728","2,592","2,636","3,746","5,132"
2020,2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Private Hospitals/ Clinics,Clinics,"11,303","11,834","12,543","10,700","11,449","11,770","6,420","6,955","7,490",n/a,n/a,n/a,"3,959","4,280","4,815",-,-,-,291,317,619
2020,2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,631","1,732","1,996",815,940,"1,021",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,751,890,"1,013"
2020,2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,589","1,655","2,092",815,815,940,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,774,887,"1,098"
2020,2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Private Hospitals/ Clinics,Inpatient,"35,671","44,553","51,824","18,354","21,320","26,230","11,235","12,840","15,515",n/a,n/a,n/a,"5,514","8,899","12,840","4,158","5,772","9,603","7,181","12,211","19,778"
2020,2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Unsubsidised),Ward A,"15,616","18,005","25,866","3,638","5,104","5,881",-,-,-,-,-,-,-,-,-,"3,032","3,445","4,815","7,395","9,048","12,753"
2020,2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"13,352","15,816","20,641","3,133","4,461","5,585",-,-,-,-,-,-,-,-,-,"2,638","3,071","4,146","6,097","7,891","10,172"
2020,2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Subsidised),Ward B2,"5,733","7,153","8,458",949,"1,100","1,365",-,-,-,-,-,-,-,-,-,"1,026","1,248","1,800","3,425","4,582","5,691"
2020,2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Subsidised),Ward C,"4,102","5,122","6,391",750,781,800,-,-,-,-,-,-,-,-,-,596,864,"1,200","2,625","3,379","4,259"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,489","6,731","8,334","2,151","2,151","3,064",-,-,-,-,-,-,-,-,-,-,-,-,"3,190","4,427","5,914"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,310","6,141","7,803","1,936","1,936","2,758",-,-,-,-,-,-,-,-,-,-,-,-,"2,846","3,809","5,773"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"4,274","4,471","4,946","2,151","2,151","2,151",-,-,-,-,-,-,-,-,-,-,-,-,"2,073","2,301","2,487"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Ward B2,"1,971","2,371","3,039",494,494,845,-,-,-,-,-,-,-,-,-,-,-,-,"1,371","1,773","2,382"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Ward C,"1,449","1,837","2,521",282,282,483,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,074","1,478","2,145"
2020,2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,394","1,512","1,699",494,494,669,-,-,-,-,-,-,-,-,-,-,-,-,876,957,"1,066"
2020,2019,SD721V,"Vein, Various Lesions, Imaging guided Insertion of Tunnelled Central Venous Catheter",2A,"Blood vessel, insertion of short term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,"2,029","3,628","6,119",286,306,352,-,-,-,-,-,-,-,-,-,-,-,-,"1,755","3,292","5,804"
2020,2019,SD721V,"Vein, Various Lesions, Imaging guided Insertion of Tunnelled Central Venous Catheter",2A,"Blood vessel, insertion of short term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward C,"2,002","3,099","4,971",158,188,201,-,-,-,-,-,-,-,-,-,-,-,-,"1,839","2,921","4,798"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Private Hospitals/ Clinics,Inpatient,"11,783","23,759","48,875",749,"1,338","2,702",642,856,"1,070",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,"10,912","23,063","44,176"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Ward A,"12,167","18,624","29,731",742,825,847,-,-,-,-,-,-,-,-,-,-,-,-,"11,431","17,739","29,096"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Ward B1,"8,229","14,709","23,330",587,654,714,-,-,-,-,-,-,-,-,-,-,-,-,"7,671","14,076","22,734"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,"4,188","6,533","9,938",218,229,276,-,-,-,-,-,-,-,-,-,-,-,-,"3,941","6,315","9,709"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward C,"3,591","5,431","8,623",131,139,158,-,-,-,-,-,-,-,-,-,-,-,-,"3,431","5,303","8,484"
2020,2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),363,369,474,214,229,277,-,-,-,-,-,-,-,-,-,-,-,-,86,122,255
2020,2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,832","3,048","3,088","1,761","1,948","2,011",-,-,-,-,-,-,-,-,-,502,690,696,429,449,537
2020,2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,562","2,667","3,350","1,402","1,429","1,477",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,133","1,249","1,847"
2020,2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward C,"1,070","1,883","2,769",329,329,329,-,-,-,-,-,-,-,-,-,0,323,323,519,"1,232","2,239"
2020,2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,910,"1,412","3,381",474,499,576,-,-,-,-,-,-,-,-,-,0,0,323,428,545,"2,546"
2020,2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),955,"1,066","1,087",499,576,576,-,-,-,-,-,-,-,-,-,0,323,323,179,189,364
2020,2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Private Hospitals/ Clinics,Inpatient,"16,003","27,591","37,948","13,348","24,182","31,086","5,350","8,894","12,840",n/a,n/a,n/a,"7,840","11,737","17,813",-,-,-,"2,113","2,777","8,717"
