YEAR,TOPS_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Private Hospitals/ Clinics,Inpatient,"34,677","40,337","47,307","20,801","24,570","29,591","8,560","10,914","13,910",n/a,n/a,n/a,"9,887","13,196","15,969","6,179","9,925","14,295","3,038","4,710","6,791"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"23,611","29,030","32,593","10,429","10,429","10,429",-,-,-,-,-,-,-,-,-,"4,622","9,245","9,245","8,415","9,813","11,121"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"6,445","7,909","9,297","1,287","1,287","1,287",-,-,-,-,-,-,-,-,-,"1,512","3,024","3,024","3,393","3,907","4,632"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Ward A,"17,770","24,895","32,321","6,420","8,453","10,429",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"7,435","10,287","14,417"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Unsubsidised),Ward B1,"15,473","18,782","23,380","4,383","7,533","8,861",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"5,112","7,932","9,480"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Ward B2,"6,124","7,654","9,556","1,200","1,287","1,287",-,-,-,-,-,-,-,-,-,"1,181","2,100","3,150","2,969","4,057","5,490"
2019,SD713H,"Heart, Percutaneous Transluminal Coronary Angioplasty (PTCA) + stenting (more than 1 vessel) - Intravascular Ultrasound (IVUS), Fractional Flow Reserve (FFR)",4B,"Heart, expansion of blocked heart vessels (>1 vessel) ",Public Hospitals/ Centres (Subsidised),Ward C,"4,529","5,908","7,629",735,750,800,-,-,-,-,-,-,-,-,-,864,"1,340","2,106","2,652","3,729","4,840"
2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Private Hospitals/ Clinics,Clinics,"10,433","11,330","12,061","9,844","10,914","11,449","5,885","6,955","6,955",n/a,n/a,n/a,"3,959","4,280","4,280",-,-,-,298,416,772
2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,564","1,642","1,795",739,766,964,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,755,880,950
2019,SD713V,"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 1 leg",3B,"Blood vessel, laser treatment of swollen and twisted veins in the leg (1 leg)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,568","1,698","2,183",739,741,815,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,819,880,"1,198"
2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Private Hospitals/ Clinics,Inpatient,"32,606","40,201","50,077","17,413","21,388","28,071","10,700","12,573","13,910",n/a,n/a,n/a,"4,573","10,005","14,207","4,806","6,441","10,781","7,819","9,905","13,134"
2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Unsubsidised),Ward A,"16,721","18,255","21,425","3,638","5,104","5,237",-,-,-,-,-,-,-,-,-,"3,185","3,665","4,740","7,340","8,951","11,336"
2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"13,853","16,262","21,882","3,133","4,339","5,585",-,-,-,-,-,-,-,-,-,"2,638","3,445","4,550","6,859","7,923","10,701"
2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Subsidised),Ward B2,"5,954","7,346","9,872",949,"1,100","1,287",-,-,-,-,-,-,-,-,-,"1,042","2,121","3,255","3,080","4,083","5,486"
2019,SD714H,"Heart, Primary Percutaneous Transluminal Coronary Angioplasty for ST-elevation Myocardial Infarction",4B,"Heart, expansion of blocked heart vessels (emergency)",Public Hospitals/ Centres (Subsidised),Ward C,"4,257","5,269","6,660",735,750,800,-,-,-,-,-,-,-,-,-,616,864,"1,728","2,663","3,409","4,311"
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"5,000","5,187","5,584","3,225","3,225","3,225",-,-,-,-,-,-,-,-,-,-,-,-,"1,782","1,981","2,402"
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,613","1,704","1,840",845,845,845,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,768,859,995
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,971","7,310","8,958","3,225","3,225","3,225",-,-,-,-,-,-,-,-,-,-,-,-,"2,836","4,245","5,733"
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,170","6,268","7,951","2,758","2,902","2,902",-,-,-,-,-,-,-,-,-,-,-,-,"2,642","3,850","5,049"
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Ward B2,"2,072","2,477","2,960",845,845,845,-,-,-,-,-,-,-,-,-,-,-,-,"1,273","1,654","2,158"
2019,SD715H,"Heart, Coronary angiography (with Left Ventriculography)",3A,"Heart, insertion of line and wire into heart vessels for diagnosis with left heart chamber imaging ",Public Hospitals/ Centres (Subsidised),Ward C,"1,685","2,078","2,620",483,483,483,-,-,-,-,-,-,-,-,-,-,-,-,"1,212","1,602","2,137"
2019,SD721V,"Vein, Various Lesions, Imaging guided Insertion of Tunnelled Central Venous Catheter",2A,"Blood vessel, insertion of short term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,"1,823","3,714","5,951",276,306,333,-,-,-,-,-,-,-,-,-,-,-,-,"1,467","3,397","5,648"
2019,SD721V,"Vein, Various Lesions, Imaging guided Insertion of Tunnelled Central Venous Catheter",2A,"Blood vessel, insertion of short term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward C,"1,623","2,617","4,605",148,188,190,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,446","2,433","4,439"
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Private Hospitals/ Clinics,Inpatient,"13,710","23,642","41,852",642,"1,759","2,720",642,721,"1,284",-,-,-,n/a,n/a,n/a,n/a,n/a,n/a,"11,798","20,881","40,556"
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),347,417,464,216,218,277,-,-,-,-,-,-,-,-,-,-,-,-,86,188,241
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Ward A,"12,228","15,662","30,959",748,839,847,-,-,-,-,-,-,-,-,-,-,-,-,"11,381","14,786","30,116"
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Unsubsidised),Ward B1,"11,047","15,948","24,885",596,678,712,-,-,-,-,-,-,-,-,-,-,-,-,"10,374","15,270","23,822"
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,"4,118","6,458","9,877",216,218,263,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,899","6,175","9,655"
2019,SD722V,"Vein, Various Lesions, Imaging Guided Peripheral Insertion of Central Catheter (PICC)",1C,"Blood vessel, insertion of medium term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward C,"3,214","4,949","8,294",123,139,158,-,-,-,-,-,-,-,-,-,-,-,-,"3,086","4,806","8,155"
2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),869,928,983,499,499,499,-,-,-,-,-,-,-,-,-,-,-,-,370,429,485
2019,SD723V,"Vein, Various Lesions, Imaging Guided Venous Port Insertion",2C,"Blood vessel, insertion of long term venous line into the central chest vein with imaging",Public Hospitals/ Centres (Subsidised),Ward B2,849,867,931,474,474,474,-,-,-,-,-,-,-,-,-,-,-,-,375,393,457
2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Private Hospitals/ Clinics,Inpatient,"20,737","28,660","37,569","17,261","24,002","32,252","6,420","9,416","12,840",n/a,n/a,n/a,"9,504","13,887","19,650",-,-,-,"2,121","3,415","5,772"
2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"4,982","5,713","7,013","1,287","1,287","1,365",-,-,-,-,-,-,-,-,-,-,-,-,"3,682","4,391","5,726"
2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Public Hospitals/ Centres (Unsubsidised),Ward A,"15,523","25,132","34,057","6,941","8,218","12,809",-,-,-,-,-,-,-,-,-,-,-,-,"8,574","16,861","23,785"
2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Public Hospitals/ Centres (Subsidised),Ward B2,"4,732","5,806","9,971","1,287","1,287","1,325",-,-,-,-,-,-,-,-,-,-,-,-,"3,474","4,441","8,732"
2019,SD802H,"Heart, Arrhythmia, Catheter Ablation, with/without Electroanatomical Mapping",4A,"Heart, burning of heart tissue to treat irregular heartbeat",Public Hospitals/ Centres (Subsidised),Ward C,"4,273","6,112","8,954",735,735,780,-,-,-,-,-,-,-,-,-,-,-,-,"3,572","5,360","8,218"
2019,SD809H,"Heart, Coronary Artery Disease, Cardiac Catherisation and Coronary Angiogram",4A,"Heart, insertion of line into heart for diagnosis",Private Hospitals/ Clinics,Inpatient,"6,759","8,332","12,932","5,227","5,851","8,186","3,210","3,210","4,324",n/a,n/a,n/a,"2,138","2,882","3,576",n/a,n/a,n/a,"1,245","2,071","4,006"
2019,SD810H,"Heart, Coronary Disease, Coronary Angioplasty (transluminal), with/without angiocardiography",4A,"Heart, expansion of blocked heart vessels",Private Hospitals/ Clinics,Inpatient,"28,321","32,298","37,408","17,304","21,498","27,080","8,560","11,770","13,910",n/a,n/a,n/a,"7,158","10,023","13,183","4,173","5,915","7,357","3,290","4,223","5,992"
2019,SD810H,"Heart, Coronary Disease, Coronary Angioplasty (transluminal), with/without angiocardiography",4A,"Heart, expansion of blocked heart vessels",Public Hospitals/ Centres (Unsubsidised),Ward A,"13,663","16,378","19,880","3,542","3,638","4,773",-,-,-,-,-,-,-,-,-,720,"3,445","4,799","6,600","8,884","12,367"
2019,SD810H,"Heart, Coronary Disease, Coronary Angioplasty (transluminal), with/without angiocardiography",4A,"Heart, expansion of blocked heart vessels",Public Hospitals/ Centres (Unsubsidised),Ward B1,"12,761","14,577","18,204","3,056","3,337","4,057",-,-,-,-,-,-,-,-,-,"2,465","3,445","5,276","6,243","7,700","10,161"
2019,SD810H,"Heart, Coronary Disease, Coronary Angioplasty (transluminal), with/without angiocardiography",4A,"Heart, expansion of blocked heart vessels",Public Hospitals/ Centres (Subsidised),Ward B2,"5,019","6,607","9,473",949,949,"1,200",-,-,-,-,-,-,-,-,-,"1,050","2,220","3,134","2,516","3,594","5,417"
2019,SD810H,"Heart, Coronary Disease, Coronary Angioplasty (transluminal), with/without angiocardiography",4A,"Heart, expansion of blocked heart vessels",Public Hospitals/ Centres (Subsidised),Ward C,"3,626","4,734","7,346",532,680,750,-,-,-,-,-,-,-,-,-,504,810,"2,220","2,059","2,987","4,421"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Private Hospitals/ Clinics,Day Surgery,"5,235","5,736","6,745","4,284","4,734","5,392","2,140","2,311","3,000",n/a,n/a,n/a,"2,104","2,366","2,527",-,-,-,615,931,"1,188"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Private Hospitals/ Clinics,Inpatient,"7,195","9,104","13,425","5,107","5,933","7,333","2,245","2,969","3,531",n/a,n/a,n/a,"2,565","3,036","3,683",n/a,n/a,n/a,"1,399","2,653","6,713"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,536","3,091","3,345","1,516","2,608","2,782",-,-,-,-,-,-,-,-,-,-,-,-,330,566,731
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),684,770,"1,117",366,560,798,-,-,-,-,-,-,-,-,-,-,-,-,226,308,389
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,618","5,834","7,468","1,516","2,247","2,608",-,-,-,-,-,-,-,-,-,-,-,-,"2,791","3,666","5,602"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,743","4,631","6,114","1,229","1,328","2,211",-,-,-,-,-,-,-,-,-,-,-,-,"2,013","2,958","4,271"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Subsidised),Ward B2,"1,550","1,976","2,536",366,506,560,-,-,-,-,-,-,-,-,-,-,-,-,"1,002","1,425","1,991"
2019,SD811H,"Heart, Coronary angiography (Selective)",3A,"Heart, insertion of line into selective heart vessels for diagnosis",Public Hospitals/ Centres (Subsidised),Ward C,"1,259","1,650","2,280",242,320,320,-,-,-,-,-,-,-,-,-,-,-,-,930,"1,333","1,947"
2019,SD812H,"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open)",7A,"Heart, bypass (conventional surgery)",Private Hospitals/ Clinics,Inpatient,"67,272","75,398","88,942","43,195","50,874","57,724","24,557","27,820","30,495","3,500","4,815","5,350","15,611","19,093","24,158",n/a,n/a,n/a,"20,451","25,533","33,216"
2019,SD812H,"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open)",7A,"Heart, bypass (conventional surgery)",Public Hospitals/ Centres (Unsubsidised),Ward A,"36,091","38,485","42,876","16,877","18,019","19,012",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"17,931","20,576","23,183"
2019,SD812H,"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open)",7A,"Heart, bypass (conventional surgery)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"30,379","32,878","36,071","14,835","16,217","16,648",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"15,106","16,720","19,891"
2019,SD812H,"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open)",7A,"Heart, bypass (conventional surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"7,266","8,006","9,016","1,287","1,287","2,061",-,-,-,-,-,-,-,-,-,0,0,9,"5,724","6,387","7,556"
2019,SD812H,"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open)",7A,"Heart, bypass (conventional surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"5,210","5,926","6,834",735,780,"1,192",-,-,-,-,-,-,-,-,-,0,0,5,"4,304","4,986","5,994"
2019,SD821A,"Artery, Various Lesions, Arterio-venuous Fistula Creation",3C,"Blood vessel, creation of connection between artery and vein",Private Hospitals/ Clinics,Clinics,"1,819","1,819","1,819","1,819","1,819","1,819","1,819","1,819","1,819",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,0,0,0
2019,SD821A,"Artery, Various Lesions, Arterio-venuous Fistula Creation",3C,"Blood vessel, creation of connection between artery and vein",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,041","1,163","1,236",821,880,"1,068",-,-,-,-,-,-,-,-,-,-,-,-,105,155,370
2019,SD821A,"Artery, Various Lesions, Arterio-venuous Fistula Creation",3C,"Blood vessel, creation of connection between artery and vein",Public Hospitals/ Centres (Subsidised),Ward B2,"1,223","1,400","2,031",880,891,891,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,332,454,976
2019,SD821A,"Artery, Various Lesions, Arterio-venuous Fistula Creation",3C,"Blood vessel, creation of connection between artery and vein",Public Hospitals/ Centres (Subsidised),Ward C,"1,171","1,464","1,991",485,510,666,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,619,920,"1,387"
2019,SE802L,"Lymph node (cervical), Various Lesions, Excision Biopsy",2C,"Lymph node, removal (neck)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),844,951,"1,112",441,462,582,-,-,-,-,-,-,-,-,-,-,-,-,366,476,604
2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Private Hospitals/ Clinics,Clinics,"1,659","1,980","2,492","1,070","1,231","1,420",984,"1,091","1,305",n/a,n/a,n/a,32,32,334,-,-,-,332,732,"1,095"
